"","Country","Year","Electricity/Heat (CO2) (MtCO2)","Manufacturing/Construction (CO2) (MtCO2)","Transportation (CO2) (MtCO2)","Other Fuel Combustion (CO2) (MtCO2)","Fugitive Emissions (CO2) (MtCO2)"
"4542","Canada",1995,147.19,88.73,135.98,88.99,4.4595
"4543","Cape Verde",1995,NA,NA,NA,NA,0
"4544","Central African Republic",1995,NA,NA,NA,NA,0
"4545","Chad",1995,NA,NA,NA,NA,0
"4546","Chile",1995,10.05,10.63,13.5,4.47,0.1738
"4547","China",1995,1169.82,1227.79,141.91,482.12,0
"4548","Colombia",1995,13.94,19.18,20.13,5.16,0.7268
"4549","Comoros",1995,NA,NA,NA,NA,0
"4550","Congo, Dem. Rep.",1995,0.04,0.01,0.45,0.64,0
"4551","Congo, Rep.",1995,0,0.06,0.33,0.08,2.3667
"4552","Cook Islands",1995,NA,NA,NA,NA,0
"4553","Costa Rica",1995,0.86,0.66,2.56,0.32,0
"4554","Cote d'Ivoire",1995,1.03,0.47,1.22,0.56,0
"4555","Croatia",1995,6.13,3.57,3.33,2.78,0
"4556","Cuba",1995,10.88,6.69,2.03,2.81,0
"4557","Cyprus",1995,2.14,1.23,1.45,0.2,0
"4558","Czech Republic",1995,67.58,29.6,7.44,20.36,0
"4559","Denmark",1995,32.43,5.98,11.63,8.1,0.3091
"4560","Djibouti",1995,NA,NA,NA,NA,0
"4561","Dominica",1995,NA,NA,NA,NA,0
"4562","Dominican Republic",1995,4.95,1.04,3.48,1.71,0
"4563","Ecuador",1995,3.9,3.16,8.18,1.78,1.8984
"4564","Egypt",1995,27.23,26.11,21.01,9.8,2.0935
"4565","El Salvador",1995,1.34,0.88,2.1,0.31,0
"4566","Equatorial Guinea",1995,NA,NA,NA,NA,0.9284
"4567","Eritrea",1995,0.31,0.06,0.33,0.08,0
"4568","Estonia",1995,11.86,2.08,1.39,0.71,0
"4569","Ethiopia",1995,0.07,0.63,1.08,0.59,0
"4570","European Union (15)",1995,1144.04,559.12,730.46,629.46,5.7987
"4571","European Union (28)",1995,1577.49,729.41,798.72,758.76,5.7987
"4572","Fiji",1995,NA,NA,NA,NA,0
"4573","Finland",1995,24.67,12.4,11.24,7.68,0
"4574","France",1995,56.39,81,121.73,95.13,0
"4575","Gabon",1995,0.33,0.47,0.34,0.19,3.2404
"4576","Gambia, The",1995,NA,NA,NA,NA,0
"4577","Georgia",1995,5.32,0.92,1.02,0.81,0
"4578","Germany",1995,370.37,140.07,166.68,190.7,0.9571
"4579","Ghana",1995,0.11,0.57,2.02,0.62,0
"4580","Greece",1995,41.59,9.67,16.64,7.91,0.003
"4581","Grenada",1995,NA,NA,NA,NA,0
"4582","Guatemala",1995,1.1,1.27,2.69,0.75,0
"4583","Guinea",1995,NA,NA,NA,NA,0
"4584","Guinea-Bissau",1995,NA,NA,NA,NA,0
"4585","Guyana",1995,NA,NA,NA,NA,0
"4586","Haiti",1995,0.16,0.15,0.5,0.1,0
"4587","Honduras",1995,0.89,0.74,1.53,0.37,0
"4588","Hungary",1995,24.48,9.79,7.04,16,0
"4589","Iceland",1995,0.01,0.51,0.6,0.83,0
"4590","India",1995,405.27,182.66,77.53,107.03,5.3038
"4591","Indonesia",1995,73.86,62.29,48.75,29.48,9.4766
"4592","Iran",1995,61.07,52.02,55.14,83.14,21.299
"4593","Iraq",1995,53.31,10.39,24.21,9.55,0.0912
"4594","Ireland",1995,12.98,4.89,5.86,9.29,0
"4595","Israel",1995,26.9,4.92,8.5,5.95,0
"4596","Italy",1995,149.42,77.87,106.31,75.81,0
"4597","Jamaica",1995,5.19,1.42,1.38,0.35,0
"4598","Japan",1995,444.65,266.98,249.21,175.83,0
"4599","Jordan",1995,5.19,1.76,2.97,2.26,0
"4600","Kazakhstan",1995,78.74,58.04,9.06,21.67,1.2743
"4601","Kenya",1995,0.52,1.74,2.51,0.99,0
"4602","Kiribati",1995,NA,NA,NA,NA,0
"4603","Korea, Dem. Rep. (North)",1995,11.17,47.2,2.5,13.98,0
"4604","Korea, Rep. (South)",1995,117.59,88.86,71.72,80.49,0
"4605","Kuwait",1995,20.69,9.83,5.29,0.31,0.9104
"4606","Kyrgyzstan",1995,2.18,0.56,1.11,0.57,0
"4607","Laos",1995,NA,NA,NA,NA,0
"4608","Latvia",1995,4.06,1.35,2.02,1.42,0
"4609","Lebanon",1995,3.58,1.52,4.14,3.6,0
"4610","Lesotho",1995,NA,NA,NA,NA,0
"4611","Liberia",1995,NA,NA,NA,NA,0
"4612","Libya",1995,18.82,4.95,9.41,1.93,3.2404
"4613","Lithuania",1995,6.42,2.51,2.93,2.32,0
"4614","Luxembourg",1995,0.84,2.5,3.32,1.39,0
"4615","Macedonia, FYR",1995,5.96,0.86,0.87,0.49,0
"4616","Madagascar",1995,NA,NA,NA,NA,0
"4617","Malawi",1995,NA,NA,NA,NA,0
"4618","Malaysia",1995,34.62,27.03,19.58,4.1,0
"4619","Maldives",1995,NA,NA,NA,NA,0
"4620","Mali",1995,NA,NA,NA,NA,0
"4621","Malta",1995,1.56,0,0.68,0.11,0
"4622","Mauritania",1995,NA,NA,NA,NA,0
"4623","Mauritius",1995,0.63,0.24,0.54,0.13,0
"4624","Mexico",1995,117.25,60.36,88.95,30.39,4.1514
"4625","Moldova",1995,6.14,0.98,1.06,3.63,0
"4626","Mongolia",1995,6.47,1.92,0.82,0.85,0
"4627","Montenegro",1995,NA,NA,NA,NA,NA
"4628","Morocco",1995,11.56,4.53,5.92,3.98,0
"4629","Mozambique",1995,0.03,0.2,0.72,0.2,0
"4630","Myanmar",1995,2.49,1.11,2.69,0.56,0
"4631","Namibia",1995,0.04,0.02,0.61,1.09,0
"4632","Nauru",1995,NA,NA,NA,NA,0
"4633","Nepal",1995,0.03,0.34,0.62,0.75,0
"4634","Netherlands",1995,67.12,35.2,28.79,39.83,0.3266
"4635","New Zealand",1995,4.39,7.43,10.67,2.79,0.0595
"4636","Nicaragua",1995,0.95,0.29,1.1,0.17,0
"4637","Niger",1995,NA,NA,NA,NA,0
"4638","Nigeria",1995,10.92,4.32,14.76,3.81,47.7153
"4639","Niue",1995,NA,NA,NA,NA,0
"4640","Norway",1995,10.9,6.95,11.4,3.56,0.7992
"4641","Oman",1995,8.47,3.18,2.17,0.84,0.4186
"4642","Pakistan",1995,24.73,24.47,20.03,10.28,0
"4643","Palau",1995,NA,NA,NA,NA,NA
"4644","Panama",1995,1.25,0.86,1.72,0.28,0
"4645","Papua New Guinea",1995,NA,NA,NA,NA,0
"4646","Paraguay",1995,0.11,0.27,2.9,0.18,0
"4647","Peru",1995,4.47,5.92,8.61,4.73,0.3714
"4648","Philippines",1995,17.5,12.73,21.92,4.74,0
"4649","Poland",1995,182.22,65.23,22.15,61.53,0
"4650","Portugal",1995,21.56,9.55,12.88,4.23,0
"4651","Qatar",1995,11,5.75,1.95,0.13,0
"4652","Romania",1995,68.75,32.08,8.12,8.53,0
"4653","Russian Federation",1995,945.09,211.82,189.34,212.49,0
"4654","Rwanda",1995,NA,NA,NA,NA,0
"4655","Saint Kitts & Nevis",1995,NA,NA,NA,NA,0
"4656","Saint Lucia",1995,NA,NA,NA,NA,0
"4657","Saint Vincent & Grenadines",1995,NA,NA,NA,NA,0
"4658","Samoa",1995,NA,NA,NA,NA,0
"4659","Sao Tome & Principe",1995,NA,NA,NA,NA,0
"4660","Saudi Arabia",1995,94.52,41.55,53.58,2.91,23.1202
"4661","Senegal",1995,1.02,0.37,0.78,0.31,0
"4662","Serbia",1995,35.77,3.34,2.7,2.18,NA
"4663","Seychelles",1995,NA,NA,NA,NA,0
"4664","Sierra Leone",1995,NA,NA,NA,NA,0
"4665","Singapore",1995,30.95,1.95,5.59,0.61,0
"4666","Slovakia",1995,17.38,10.71,3.76,8.99,0
"4667","Slovenia",1995,5.82,1.98,3.8,2.42,0
"4668","Solomon Islands",1995,NA,NA,NA,NA,0
"4669","South Africa",1995,166.47,55.54,34.82,17.66,0
"4670","Spain",1995,88.22,48.84,71.44,24.19,0.0101
"4671","Sri Lanka",1995,0.35,0.48,3.66,0.91,0
"4672","Sudan",1995,0.88,0.72,2.76,0.19,0
"4673","Suriname",1995,NA,NA,NA,NA,0
"4674","Swaziland",1995,NA,NA,NA,NA,0
"4675","Sweden",1995,11.7,15.67,20.23,10,0
"4676","Switzerland",1995,2.92,6.2,14.28,18.42,0
"4677","Syria",1995,11.4,6.89,7.43,7.07,0.7526
"4678","Tajikistan",1995,0.56,0,0.18,1.7,0
"4679","Tanzania",1995,0.58,0.42,0.89,0.62,0
"4680","Thailand",1995,52.4,33.13,46.32,8.35,0
"4681","Togo",1995,0.06,0.07,0.39,0.06,0
"4682","Tonga",1995,NA,NA,NA,NA,0
"4683","Trinidad & Tobago",1995,5.19,5.62,1.32,0.15,4.7423
"4684","Tunisia",1995,4.72,3.19,3.16,3.14,0.7145
"4685","Turkey",1995,50.8,35.44,35.13,31.29,0.1359
"4686","Turkmenistan",1995,11.87,1.48,3.15,16.67,0
"4687","Uganda",1995,NA,NA,NA,NA,0
"4688","Ukraine",1995,202.12,98.42,33.02,59.23,0
"4689","United Arab Emirates",1995,20.14,36.24,12.97,0.28,0.6552
"4690","United Kingdom",1995,213.62,76.01,115.7,111.27,4.1928
"4691","United States",1995,2396.2,591.58,1529.5,621.45,15.9407
"4692","Uruguay",1995,0.56,0.66,2.16,1.13,0
"4693","Uzbekistan",1995,35.6,20.63,7.2,38.16,0
"4694","Vanuatu",1995,NA,NA,NA,NA,0
"4695","Venezuela",1995,46.27,33.25,33.15,5.61,7.3933
"4696","Vietnam",1995,4.41,10.99,7.2,5.18,0.5045
"4697","World",1995,9159.17,4522.28,4997.91,3161.76,216.9828
"4698","Yemen",1995,2.64,0.52,3.92,2.25,0
"4699","Zambia",1995,0.13,0.83,0.8,0.29,0
"4700","Zimbabwe",1995,7.3,2.6,2.15,2.79,0
"4701","Afghanistan",1996,NA,NA,NA,NA,0
"4702","Albania",1996,0.27,0.53,0.61,0.45,0
"4703","Algeria",1996,25.71,7.25,14.82,8.25,13.5212
"4704","Angola",1996,0.43,1.91,0.98,0.9,7.0999
"4705","Antigua & Barbuda",1996,NA,NA,NA,NA,0
"4706","Argentina",1996,37.61,25.3,39.07,25.09,6.2869
"4707","Armenia",1996,1.53,0.48,0.06,0.36,0
"4708","Australia",1996,162.78,50.3,69.31,13.82,0.5234
"4709","Austria",1996,20.97,10.36,17.02,14.77,0
"4710","Azerbaijan",1996,14.77,6.34,2.71,5.09,13.1622
"4711","Bahamas, The",1996,NA,NA,NA,NA,0
"4712","Bahrain",1996,12.66,1.84,1.25,0.17,0
"4713","Bangladesh",1996,6.7,6.95,2.91,4.02,0
"4714","Barbados",1996,NA,NA,NA,NA,0
"4715","Belarus",1996,36.28,9.31,7.18,10.24,0
"4716","Belgium",1996,32.65,29.42,23.61,35.57,0
"4717","Belize",1996,NA,NA,NA,NA,0
"4718","Benin",1996,0.03,0.15,0.49,0.22,0
"4719","Bhutan",1996,NA,NA,NA,NA,0
"4720","Bolivia",1996,1.78,0.7,3.17,0.82,0.8722
"4721","Bosnia & Herzegovina",1996,2.06,0.34,1.01,0.65,0
"4722","Botswana",1996,1.28,0.54,0.9,0.16,0
"4723","Brazil",1996,33.91,73.81,112.5,33.79,2.7487
"4724","Brunei",1996,3.58,0.24,0.83,0.06,0
"4725","Bulgaria",1996,35.33,10.07,4.1,4.4,0
"4726","Burkina Faso",1996,NA,NA,NA,NA,0
"4727","Burundi",1996,NA,NA,NA,NA,0
"4728","Cambodia",1996,0.2,0.04,1.16,0.12,0
"4729","Cameroon",1996,0.03,0.18,1.71,0.53,3.7684
"4730","Canada",1996,148.43,92.62,139.3,95.82,4.2518
"4731","Cape Verde",1996,NA,NA,NA,NA,0
"4732","Central African Republic",1996,NA,NA,NA,NA,0
"4733","Chad",1996,NA,NA,NA,NA,0
"4734","Chile",1996,13.86,11.81,14.69,4.58,0.1826
"4735","China",1996,1316.42,1170.17,189.97,414.01,0
"4736","Colombia",1996,12.05,20.76,20.66,5.8,0.7754
"4737","Comoros",1996,NA,NA,NA,NA,0
"4738","Congo, Dem. Rep.",1996,0.04,0.01,0.45,0.65,0
"4739","Congo, Rep.",1996,0,0.05,0.31,0.07,2.3666
"4740","Cook Islands",1996,NA,NA,NA,NA,0
"4741","Costa Rica",1996,0.52,0.64,2.58,0.39,0
"4742","Cote d'Ivoire",1996,1.49,0.55,1.24,0.61,0
"4743","Croatia",1996,5.97,3.39,3.51,2.72,0
"4744","Cuba",1996,11.46,7.35,2.25,3.3,0
"4745","Cyprus",1996,2.26,1.36,1.51,0.2,0
"4746","Czech Republic",1996,70.17,28.92,10.2,17.62,0
"4747","Denmark",1996,44.87,5.91,11.75,8.74,0.3767
"4748","Djibouti",1996,NA,NA,NA,NA,0
"4749","Dominica",1996,NA,NA,NA,NA,0
"4750","Dominican Republic",1996,5.07,1.14,3.85,1.91,0
"4751","Ecuador",1996,4.14,4.66,9.96,1.92,1.8987
"4752","Egypt",1996,27.91,28.44,22.25,10.03,2.0025
"4753","El Salvador",1996,0.92,0.82,2.08,0.28,0
"4754","Equatorial Guinea",1996,NA,NA,NA,NA,1.42
"4755","Eritrea",1996,0.33,0.05,0.38,0.09,0
"4756","Estonia",1996,12.45,2.15,1.51,0.88,0
"4757","Ethiopia",1996,0.07,0.68,1.2,0.69,0
"4758","European Union (15)",1996,1168.04,546.77,747.92,691.65,6.0861
"4759","European Union (28)",1996,1614.05,721.4,825.89,820.55,6.0861
"4760","Fiji",1996,NA,NA,NA,NA,0
"4761","Finland",1996,31.39,12.19,10.97,7.61,0
"4762","France",1996,60.44,82.96,121.49,104.14,0
"4763","Gabon",1996,0.4,0.48,0.34,0.2,3.2405
"4764","Gambia, The",1996,NA,NA,NA,NA,0
"4765","Georgia",1996,1.58,1.23,2.51,1,0
"4766","Germany",1996,381.12,132.3,167.78,215.32,0.8699
"4767","Ghana",1996,0.09,0.61,2.21,0.69,0
"4768","Greece",1996,38.52,10.36,17.09,9.78,0.0026
"4769","Grenada",1996,NA,NA,NA,NA,0
"4770","Guatemala",1996,1.01,1.21,2.67,0.77,0
"4771","Guinea",1996,NA,NA,NA,NA,0
"4772","Guinea-Bissau",1996,NA,NA,NA,NA,0
"4773","Guyana",1996,NA,NA,NA,NA,0
"4774","Haiti",1996,0.24,0.16,0.56,0.1,0
"4775","Honduras",1996,0.72,0.91,1.49,0.36,0
"4776","Hungary",1996,24.82,9.81,7.04,16.53,0
"4777","Iceland",1996,0.01,0.63,0.67,0.9,0
"4778","India",1996,434.27,182.13,82.96,111.92,4.3869
"4779","Indonesia",1996,77.06,69.35,54.04,31.41,9.4763
"4780","Iran",1996,64.28,46.71,59.32,88.4,21.6665
"4781","Iraq",1996,52.45,10.21,23.55,10.11,0.091
"4782","Ireland",1996,13.57,4.64,6.9,9.23,0
"4783","Israel",1996,28.42,4.76,8.89,6.29,0
"4784","Italy",1996,144.86,76.71,108.1,77.41,0
"4785","Jamaica",1996,5.01,1.73,1.59,0.36,0
"4786","Japan",1996,450.54,271.48,254.76,174.25,0
"4787","Jordan",1996,5.55,1.77,3.03,2.25,0
"4788","Kazakhstan",1996,71.26,48.54,8.13,18.01,1.1833
"4789","Kenya",1996,0.6,1.95,2.64,1.07,0
"4790","Kiribati",1996,NA,NA,NA,NA,0
"4791","Korea, Dem. Rep. (North)",1996,11.18,40.16,2.02,12.41,0
"4792","Korea, Rep. (South)",1996,130,94.28,75.58,83.87,0
"4793","Kuwait",1996,21,8.5,5.39,0.31,0.9103
"4794","Kyrgyzstan",1996,2.45,1.01,1.17,0.85,0
"4795","Laos",1996,NA,NA,NA,NA,0
"4796","Latvia",1996,4.27,1.23,1.95,1.4,0
"4797","Lebanon",1996,4.92,1.34,4.29,2.93,0
"4798","Lesotho",1996,NA,NA,NA,NA,0
"4799","Liberia",1996,NA,NA,NA,NA,0
"4800","Libya",1996,19.55,4.96,10.41,2.07,3.2951
"4801","Lithuania",1996,7.12,2.4,3.23,2.03,0
"4802","Luxembourg",1996,0.69,2.48,3.41,1.57,0
"4803","Macedonia, FYR",1996,6.47,1.15,1.66,0.44,0
"4804","Madagascar",1996,NA,NA,NA,NA,0
"4805","Malawi",1996,NA,NA,NA,NA,0
"4806","Malaysia",1996,38.11,27.51,22.36,5.4,0
"4807","Maldives",1996,NA,NA,NA,NA,0
"4808","Mali",1996,NA,NA,NA,NA,0
"4809","Malta",1996,1.61,0,0.54,0.15,0
"4810","Mauritania",1996,NA,NA,NA,NA,0
"4811","Mauritius",1996,0.69,0.24,0.53,0.13,0
"4812","Mexico",1996,121.55,65.96,91.54,30.57,9.0485
"4813","Moldova",1996,5.93,0.69,1.15,2.37,0
"4814","Mongolia",1996,5.76,1.08,0.86,0.8,0
"4815","Montenegro",1996,NA,NA,NA,NA,NA
"4816","Morocco",1996,9.84,5.37,6.33,4.08,0
"4817","Mozambique",1996,0.03,0.03,0.8,0.23,0
"4818","Myanmar",1996,2.68,1.12,2.89,0.5,0
"4819","Namibia",1996,0.04,0.2,1.04,0.63,0
"4820","Nauru",1996,NA,NA,NA,NA,0
"4821","Nepal",1996,0.03,0.3,0.64,0.85,0
"4822","Netherlands",1996,68.74,34.33,29.57,45.69,0.3777
"4823","New Zealand",1996,5.33,7.85,10.8,2.67,0.1034
"4824","Nicaragua",1996,1.01,0.3,1.16,0.18,0
"4825","Niger",1996,NA,NA,NA,NA,0
"4826","Nigeria",1996,11.67,4.92,16.96,4.12,49.7358
"4827","Niue",1996,NA,NA,NA,NA,0
"4828","Norway",1996,10.25,7.14,11.92,4.2,0.8307
"4829","Oman",1996,8.84,2.78,2.25,1.03,0.4005
"4830","Pakistan",1996,27.38,24.52,23.66,10.48,0
"4831","Palau",1996,NA,NA,NA,NA,NA
"4832","Panama",1996,1.09,1.01,1.8,0.3,0
"4833","Papua New Guinea",1996,NA,NA,NA,NA,0
"4834","Paraguay",1996,0.02,0.28,2.93,0.19,0
"4835","Peru",1996,5.43,6.19,9,5.18,0.3554
"4836","Philippines",1996,19.75,11.77,24.86,5.09,0
"4837","Poland",1996,188.93,69.72,25.16,63.04,0
"4838","Portugal",1996,17.41,10.09,13.64,5.25,0
"4839","Qatar",1996,11.57,5.93,2.08,0.14,0
"4840","Romania",1996,70.77,31.61,11.43,7.87,0
"4841","Russian Federation",1996,967.43,185.12,179.96,194.29,0
"4842","Rwanda",1996,NA,NA,NA,NA,0
"4843","Saint Kitts & Nevis",1996,NA,NA,NA,NA,0
"4844","Saint Lucia",1996,NA,NA,NA,NA,0
"4845","Saint Vincent & Grenadines",1996,NA,NA,NA,NA,0
"4846","Samoa",1996,NA,NA,NA,NA,0
"4847","Sao Tome & Principe",1996,NA,NA,NA,NA,0
"4848","Saudi Arabia",1996,97.6,47.89,56.29,2.99,22.6651
"4849","Senegal",1996,1.05,0.36,0.84,0.34,0
"4850","Serbia",1996,34.82,7.94,4.54,3.87,NA
"4851","Seychelles",1996,NA,NA,NA,NA,0
"4852","Sierra Leone",1996,NA,NA,NA,NA,0
"4853","Singapore",1996,32.47,2.07,5.05,0.64,0
"4854","Slovakia",1996,16.76,11.97,3.48,9.11,0
"4855","Slovenia",1996,5.55,2,4.31,2.95,0
"4856","Solomon Islands",1996,NA,NA,NA,NA,0
"4857","South Africa",1996,174.25,60.28,33.97,16.27,0
"4858","Spain",1996,76.05,44.69,76.4,25.23,0.0099
"4859","Sri Lanka",1996,1.2,0.73,5.02,0.95,0
"4860","Sudan",1996,1.01,0.45,2.62,0.27,0
"4861","Suriname",1996,NA,NA,NA,NA,0
"4862","Swaziland",1996,NA,NA,NA,NA,0
"4863","Sweden",1996,16.12,16.19,20.03,10.8,0
"4864","Switzerland",1996,3.03,6.18,14.3,19.22,0
"4865","Syria",1996,12.54,6.52,8.72,7.39,0.7694
"4866","Tajikistan",1996,0.58,0,0.14,1.48,0
"4867","Tanzania",1996,0.42,0.41,1.19,0.76,0
"4868","Thailand",1996,60.02,38.38,50.58,9.46,0
"4869","Togo",1996,0.05,0.16,0.65,0.08,0
"4870","Tonga",1996,NA,NA,NA,NA,0
"4871","Trinidad & Tobago",1996,5.35,7.09,1.37,0.15,4.5607
"4872","Tunisia",1996,4.99,3.43,3.29,3.28,0.6941
"4873","Turkey",1996,56.45,43.97,36.94,31.56,0.1108
"4874","Turkmenistan",1996,9.68,1.59,3.41,14.77,0
"4875","Uganda",1996,NA,NA,NA,NA,0
"4876","Ukraine",1996,163.59,86.45,29.88,60.83,0
"4877","United Arab Emirates",1996,21.43,42.72,13.13,0.25,0.71
"4878","United Kingdom",1996,220.64,74.14,120.16,120.54,4.4492
"4879","United States",1996,2476.52,600.34,1568.22,658.65,15.2671
"4880","Uruguay",1996,0.94,0.92,2.3,1.19,0
"4881","Uzbekistan",1996,37.79,17.94,9.29,37.78,0
"4882","Vanuatu",1996,NA,NA,NA,NA,0
"4883","Venezuela",1996,48.67,36.36,34.47,5.64,13.1293
"4884","Vietnam",1996,5.54,11.53,7.92,6.18,0.5764
"4885","World",1996,9521.36,4481.89,5202.2,3201.57,230.1735
"4886","Yemen",1996,2.77,0.61,3.73,2.47,0
"4887","Zambia",1996,0.11,0.71,0.62,0.22,0
"4888","Zimbabwe",1996,6.55,2.48,2.11,3.08,0
"4889","Afghanistan",1997,NA,NA,NA,NA,0
"4890","Albania",1997,0.24,0.33,0.49,0.37,0
"4891","Algeria",1997,27.68,7.1,14.87,7.92,13.58
"4892","Angola",1997,0.66,1.77,1.04,0.9,7.2638
"4893","Antigua & Barbuda",1997,NA,NA,NA,NA,0
"4894","Argentina",1997,37.29,30.62,40.21,24.57,3.525
"4895","Armenia",1997,1.79,0.89,0.06,0.44,0
"4896","Australia",1997,167.46,51.55,70.66,14.05,0.4878
"4897","Austria",1997,21.35,11.68,16.11,13.26,0
"4898","Azerbaijan",1997,14.26,5.7,3.22,4.81,13.0347
"4899","Bahamas, The",1997,NA,NA,NA,NA,0
"4900","Bahrain",1997,12.77,2.04,1.31,0.25,0
"4901","Bangladesh",1997,7.14,7.34,3.29,4.58,0
"4902","Barbados",1997,NA,NA,NA,NA,0
"4903","Belarus",1997,37.86,8,7.54,8.69,0
"4904","Belgium",1997,31.19,30.99,23.68,32.63,0
"4905","Belize",1997,NA,NA,NA,NA,0
"4906","Benin",1997,0.05,0.18,0.67,0.25,0
"4907","Bhutan",1997,NA,NA,NA,NA,0
"4908","Bolivia",1997,1.78,0.77,2.99,0.95,0.8722
"4909","Bosnia & Herzegovina",1997,5.72,0.55,1.05,0.96,0
"4910","Botswana",1997,1.37,0.54,0.96,0.15,0
"4911","Brazil",1997,38.14,78.81,119.37,35.92,2.8933
"4912","Brunei",1997,3.88,0.27,0.87,0.07,0
"4913","Bulgaria",1997,29.35,14.63,4.24,2.95,0
"4914","Burkina Faso",1997,NA,NA,NA,NA,0
"4915","Burundi",1997,NA,NA,NA,NA,0
"4916","Cambodia",1997,0.26,0.05,1.2,0.13,0
"4917","Cameroon",1997,0.03,0.18,1.8,0.55,3.7684
"4918","Canada",1997,160.86,93.33,143.72,94.86,4.4825
"4919","Cape Verde",1997,NA,NA,NA,NA,0
"4920","Central African Republic",1997,NA,NA,NA,NA,0
"4921","Chad",1997,NA,NA,NA,NA,0
"4922","Chile",1997,15.64,15.44,15.57,5.15,0.1826
"4923","China",1997,1309.17,1141.64,167.77,444.17,0
"4924","Colombia",1997,14.57,21.06,21.66,5.94,0.8077
"4925","Comoros",1997,NA,NA,NA,NA,0
"4926","Congo, Dem. Rep.",1997,0.04,0.01,0.44,0.65,0
"4927","Congo, Rep.",1997,0,0.04,0.24,0.05,2.9856
"4928","Cook Islands",1997,NA,NA,NA,NA,0
"4929","Costa Rica",1997,0.29,0.7,2.65,0.43,0
"4930","Cote d'Ivoire",1997,2.14,0.64,1.36,0.66,0
"4931","Croatia",1997,6.35,3.86,3.96,3.08,0
"4932","Cuba",1997,10.8,9.4,2.83,3.36,0.2731
"4933","Cyprus",1997,2.4,1.28,1.57,0.21,0
"4934","Czech Republic",1997,69.51,28.01,10.46,16.6,0
"4935","Denmark",1997,36,5.83,11.88,8,0.4864
"4936","Djibouti",1997,NA,NA,NA,NA,0
"4937","Dominica",1997,NA,NA,NA,NA,0
"4938","Dominican Republic",1997,5.79,1.32,4.42,2.11,0
"4939","Ecuador",1997,4.63,4.2,10.56,2.01,1.8083
"4940","Egypt",1997,30.43,29.79,23.82,11.34,1.9297
"4941","El Salvador",1997,1.39,1,2.11,0.42,0
"4942","Equatorial Guinea",1997,NA,NA,NA,NA,1.4564
"4943","Eritrea",1997,0.3,0.05,0.36,0.08,0
"4944","Estonia",1997,12.45,1.76,1.55,0.81,0
"4945","Ethiopia",1997,0.05,0.73,1.27,0.75,0
"4946","European Union (15)",1997,1135.45,558.03,755.95,645.6,5.1317
"4947","European Union (28)",1997,1561.77,726.99,838.43,769.32,5.1317
"4948","Fiji",1997,NA,NA,NA,NA,0
"4949","Finland",1997,28.9,12.31,11.58,7.23,0
"4950","France",1997,56.69,82.78,123.99,98.71,0
"4951","Gabon",1997,0.42,0.53,0.38,0.21,3.2405
"4952","Gambia, The",1997,NA,NA,NA,NA,0
"4953","Georgia",1997,1.48,0.94,1.87,1.15,0
"4954","Germany",1997,365.48,131.08,168.43,200.81,0.6987
"4955","Ghana",1997,0.03,0.63,2.31,0.72,0
"4956","Greece",1997,38.54,10.52,17.69,10.05,0
"4957","Grenada",1997,NA,NA,NA,NA,0
"4958","Guatemala",1997,1.06,1.24,2.84,0.82,0
"4959","Guinea",1997,NA,NA,NA,NA,0
"4960","Guinea-Bissau",1997,NA,NA,NA,NA,0
"4961","Guyana",1997,NA,NA,NA,NA,0
"4962","Haiti",1997,0.34,0.27,0.57,0.1,0
"4963","Honduras",1997,0.86,0.71,1.63,0.38,0
"4964","Hungary",1997,25.84,8.08,7.46,15.24,0
"4965","Iceland",1997,0.01,0.63,0.58,0.87,0
"4966","India",1997,449.65,197.64,84.92,121.44,4.4048
"4967","Indonesia",1997,88.16,71.45,60.03,31.7,9.2868
"4968","Iran",1997,68.15,53.95,60.64,90.18,20.1975
"4969","Iraq",1997,69.77,10.04,23.67,7.04,0.9103
"4970","Ireland",1997,14.09,5.11,7.26,8.99,0
"4971","Israel",1997,30.6,3.82,9.22,6.82,0
"4972","Italy",1997,147.02,79.6,109.79,74.56,0
"4973","Jamaica",1997,5.19,1.67,1.67,0.36,0
"4974","Japan",1997,447.71,272.74,256.56,170.31,0
"4975","Jordan",1997,5.68,1.87,3.18,2.44,0
"4976","Kazakhstan",1997,58.61,42.59,6.97,15.32,0.9103
"4977","Kenya",1997,0.63,1.75,2.6,1.08,0
"4978","Kiribati",1997,NA,NA,NA,NA,0
"4979","Korea, Dem. Rep. (North)",1997,10.82,39.21,1.12,12.21,0
"4980","Korea, Rep. (South)",1997,148.56,96.48,77.77,85.1,0
"4981","Kuwait",1997,22.28,8,5.64,0.32,0.9285
"4982","Kyrgyzstan",1997,2.39,1.05,1.25,0.67,0
"4983","Laos",1997,NA,NA,NA,NA,0
"4984","Latvia",1997,3.79,1.4,1.98,1.21,0
"4985","Lebanon",1997,5.87,1.56,4.13,3.76,0
"4986","Lesotho",1997,NA,NA,NA,NA,0
"4987","Liberia",1997,NA,NA,NA,NA,0
"4988","Libya",1997,19.27,5.57,9.99,2.15,3.3679
"4989","Lithuania",1997,6.68,2.33,3.64,1.71,0
"4990","Luxembourg",1997,0.43,2.09,3.62,1.54,0
"4991","Macedonia, FYR",1997,5.96,0.91,1.47,0.33,0
"4992","Madagascar",1997,NA,NA,NA,NA,0
"4993","Malawi",1997,NA,NA,NA,NA,0
"4994","Malaysia",1997,41.79,28.48,25.8,4.46,0
